,day_of_week,NEIGHBORHOOD_ID,TIME,GEO_LAT,GEO_LON
393,Tuesday,lincoln-park,12:00:00,39.7259333,-104.9877008
394,Tuesday,civic-center,12:00:00,39.7351063,-104.9936537
395,Tuesday,east-colfax,12:00:00,39.7388636,-104.8867036
396,Saturday,baker,12:00:00,39.7091863,-104.99134199999999
397,Sunday,gateway-green-valley-ranch,08:00:00,39.7766518,-104.7768264
398,Saturday,whittier,12:00:00,39.7596275,-104.9700718
399,Friday,university,12:00:00,39.6804379,-104.9660685
400,Monday,cole,16:00:00,39.7680384,-104.9730213
401,Saturday,barnum,04:00:00,39.7114244,-105.0284028
402,Tuesday,south-park-hill,04:00:00,39.7403236,-104.9140721
403,Tuesday,stapleton,12:00:00,39.7570665,-104.8849261
404,Friday,whittier,08:00:00,39.7617523,-104.9731255
405,Monday,five-points,04:00:00,39.7595178,-104.9950958
406,Sunday,dia,08:00:00,39.847478,-104.6739513
407,Thursday,bear-valley,12:00:00,39.660672999999996,-105.0583917
408,Tuesday,college-view-south-platte,04:00:00,39.6820292,-105.0239921
409,Wednesday,hampden,16:00:00,39.6541272,-104.8980311
410,Tuesday,mar-lee,08:00:00,39.6898124,-105.02541399999998
411,Sunday,university,04:00:00,39.6707774,-104.9679467
412,Monday,stapleton,08:00:00,39.7724895,-104.8477201
413,Tuesday,civic-center,12:00:00,39.7392456,-104.9909711
414,Friday,montbello,12:00:00,39.7805903,-104.8417134
415,Saturday,lincoln-park,04:00:00,39.7277869,-105.0005968
416,Friday,university-park,12:00:00,39.6813909,-104.9589375
417,Sunday,montbello,16:00:00,39.7759141,-104.8169522
418,Sunday,hampden,12:00:00,39.6541272,-104.8980311
419,Sunday,jefferson-park,04:00:00,39.7519769,-105.0147432
420,Friday,athmar-park,08:00:00,39.7101284,-105.0242422
421,Sunday,west-colfax,04:00:00,39.7436748,-105.0512831
422,Wednesday,montbello,12:00:00,39.7857036,-104.8259803
423,Thursday,five-points,04:00:00,39.748843,-104.9802855
424,Wednesday,sun-valley,12:00:00,39.7351696,-105.0225896
425,Tuesday,gateway-green-valley-ranch,16:00:00,39.7769169,-104.754199
426,Monday,hampden,04:00:00,39.6544096,-104.8717394
427,Saturday,west-colfax,04:00:00,39.7419926,-105.0450068
428,Tuesday,washington-virginia-vale,12:00:00,39.6999402,-104.9058585
429,Tuesday,capitol-hill,12:00:00,39.7366346,-104.9833593
430,Monday,gateway-green-valley-ranch,12:00:00,39.7736022,-104.8009863
431,Thursday,congress-park,12:00:00,39.7342546,-104.9577688
432,Thursday,washington-virginia-vale,04:00:00,39.6955938,-104.9041362
433,Wednesday,dia,08:00:00,39.851926,-104.6740448
434,Friday,five-points,08:00:00,39.7551953,-104.9883762
435,Sunday,athmar-park,04:00:00,39.7039024,-105.0169203
436,Friday,hampden,12:00:00,39.67313,-104.8732345
437,Friday,university,12:00:00,39.6784253,-104.9593938
