,day_of_week,NEIGHBORHOOD_ID,TIME
47132,Tuesday,skyland,12:00:00
24824,Thursday,city-park-west,12:00:00
77869,Saturday,dia,16:00:00
122500,Monday,washington-park,20:00:00
15667,Saturday,mar-lee,08:00:00
15233,Wednesday,hampden-south,04:00:00
145886,Friday,north-capitol-hill,20:00:00
18752,Saturday,lincoln-park,08:00:00
82338,Tuesday,capitol-hill,20:00:00
121080,Tuesday,baker,23:59:00
95267,Tuesday,auraria,23:59:00
102824,Tuesday,stapleton,23:59:00
119610,Sunday,hampden,20:00:00
38922,Saturday,northeast-park-hill,08:00:00
74814,Wednesday,washington-park-west,20:00:00
147669,Tuesday,marston,16:00:00
564,Saturday,university-park,08:00:00
26325,Monday,north-park-hill,08:00:00
84788,Monday,windsor,04:00:00
134530,Saturday,bear-valley,20:00:00
131306,Sunday,cbd,20:00:00
17969,Friday,sunnyside,12:00:00
98240,Saturday,globeville,16:00:00
62129,Wednesday,marston,23:59:00
87606,Monday,dia,20:00:00
114603,Monday,stapleton,16:00:00
90807,Friday,hampden-south,16:00:00
137085,Monday,college-view-south-platte,23:59:00
7541,Monday,villa-park,04:00:00
44801,Thursday,ruby-hill,12:00:00
94182,Sunday,gateway-green-valley-ranch,16:00:00
145416,Monday,sunnyside,16:00:00
104487,Monday,jefferson-park,23:59:00
53841,Tuesday,highland,12:00:00
10146,Thursday,bear-valley,12:00:00
19401,Wednesday,north-park-hill,08:00:00
125416,Wednesday,university,20:00:00
57191,Monday,montbello,23:59:00
54613,Tuesday,cheesman-park,16:00:00
53577,Friday,gateway-green-valley-ranch,08:00:00
139902,Sunday,lowry-field,16:00:00
14243,Friday,washington-park-west,12:00:00
25770,Tuesday,west-highland,12:00:00
5979,Friday,lincoln-park,12:00:00
72689,Thursday,elyria-swansea,20:00:00
114095,Saturday,berkeley,23:59:00
145924,Sunday,cory-merrill,23:59:00
14175,Thursday,gateway-green-valley-ranch,04:00:00
58386,Monday,lincoln-park,16:00:00
101860,Thursday,mar-lee,23:59:00
2104,Tuesday,union-station,08:00:00
25921,Sunday,globeville,12:00:00
4268,Sunday,washington-virginia-vale,16:00:00
26385,Monday,rosedale,12:00:00
57216,Thursday,montbello,20:00:00
48928,Thursday,villa-park,12:00:00
87530,Monday,south-park-hill,23:59:00
15282,Friday,villa-park,08:00:00
123239,Sunday,jefferson-park,16:00:00
125750,Tuesday,chaffee-park,20:00:00
53313,Tuesday,highland,08:00:00
113794,Wednesday,globeville,16:00:00
69782,Saturday,westwood,23:59:00
61571,Friday,southmoor-park,20:00:00
84417,Sunday,mar-lee,16:00:00
36702,Thursday,sloan-lake,04:00:00
92212,Saturday,highland,23:59:00
26210,Thursday,ruby-hill,04:00:00
140701,Sunday,sunnyside,20:00:00
32467,Sunday,university-park,08:00:00
53938,Wednesday,five-points,12:00:00
82441,Saturday,union-station,20:00:00
137371,Friday,speer,23:59:00
144816,Monday,harvey-park,16:00:00
84045,Thursday,cherry-creek,20:00:00
89313,Saturday,baker,23:59:00
141953,Saturday,west-colfax,16:00:00
53905,Friday,lincoln-park,08:00:00
9249,Tuesday,hale,12:00:00
27105,Saturday,hilltop,12:00:00
98171,Thursday,indian-creek,23:59:00
109671,Saturday,highland,20:00:00
130194,Monday,hampden-south,23:59:00
144075,Saturday,rosedale,20:00:00
38927,Friday,lincoln-park,08:00:00
19460,Sunday,hale,08:00:00
140678,Saturday,five-points,16:00:00
109772,Monday,lowry-field,20:00:00
132026,Friday,baker,16:00:00
148043,Wednesday,north-park-hill,20:00:00
52387,Monday,stapleton,12:00:00
141793,Saturday,virginia-village,16:00:00
114852,Friday,sun-valley,23:59:00
30597,Sunday,west-colfax,04:00:00
98272,Tuesday,speer,23:59:00
77474,Friday,capitol-hill,23:59:00
106719,Thursday,northeast-park-hill,23:59:00
8092,Friday,windsor,12:00:00
32532,Saturday,montbello,04:00:00
90128,Friday,five-points,16:00:00
18163,Monday,north-capitol-hill,12:00:00
72942,Monday,mar-lee,23:59:00
147172,Monday,barnum-west,23:59:00
21079,Tuesday,sunnyside,12:00:00
74073,Sunday,harvey-park,23:59:00
37469,Wednesday,barnum-west,16:00:00
108233,Tuesday,montbello,16:00:00
123667,Wednesday,speer,23:59:00
42911,Saturday,west-highland,08:00:00
102530,Wednesday,west-colfax,16:00:00
38222,Thursday,lincoln-park,04:00:00
87286,Saturday,south-park-hill,23:59:00
107138,Thursday,harvey-park,04:00:00
63474,Thursday,hampden-south,20:00:00
21571,Wednesday,bear-valley,04:00:00
46805,Tuesday,kennedy,12:00:00
132732,Friday,washington-virginia-vale,23:59:00
6378,Saturday,lowry-field,04:00:00
104335,Tuesday,university-hills,23:59:00
115325,Wednesday,highland,20:00:00
47101,Monday,stapleton,12:00:00
124857,Thursday,indian-creek,23:59:00
18498,Monday,stapleton,04:00:00
98965,Tuesday,clayton,20:00:00
61871,Tuesday,gateway-green-valley-ranch,23:59:00
126542,Monday,barnum,23:59:00
13842,Monday,stapleton,12:00:00
33656,Friday,harvey-park,12:00:00
121469,Thursday,harvey-park-south,16:00:00
60252,Monday,indian-creek,20:00:00
124853,Thursday,platt-park,04:00:00
122531,Saturday,cbd,20:00:00
106580,Monday,hale,23:59:00
34915,Friday,stapleton,12:00:00
8249,Thursday,bear-valley,08:00:00
53389,Friday,westwood,08:00:00
106540,Friday,union-station,23:59:00
84902,Tuesday,city-park,16:00:00
140230,Thursday,ruby-hill,20:00:00
109826,Friday,chaffee-park,20:00:00
52153,Tuesday,southmoor-park,12:00:00
